Gene,adatcodoncount,adatcodonfreq,proteinlennucleotides,ADAT_transformed_ordered_pvalues,ADAT_pvalues_raw,ADAT_pvalues_corrected,chisquareadatenrichedstatus,expected_adat_codons,observed_adat_codons,protein_length_AA,feature
png,70,0.23972602739726026,876,-0.9999113214170041,8.86785829958957e-05,1.195209941618682,nonsignificant,44,70,292,gene
CG12773,147,0.2061711079943899,2139,-0.9980033703534819,0.0019966296465181044,26.910574375771013,nonsignificant,114,147,713,gene
MTPAP,101,0.16476345840130505,1839,-0.15930733969451405,0.840692660305486,11330.85567559734,nonsignificant,99,101,613,gene
CG11409,233,0.18203125,3840,-0.10469167256082146,0.8953083274391785,12066.965637225248,nonsignificant,231,233,1280,gene
DAAM,195,0.16897746967071056,3462,-0.5377912047578963,0.4622087952421037,6229.6501422730735,nonsignificant,185,195,1154,gene
CG32811,7,0.08974358974358974,234,0.7722000060117744,0.22779999398822554,3070.288318973304,nonsignificant,11,7,78,gene
Atf3,115,0.18729641693811075,1842,-0.9915920054227507,0.008407994577249308,113.32295091216616,nonsignificant,90,115,614,gene
CG11403,140,0.16241299303944315,2586,-0.39576571520500503,0.604234284794995,8143.869690466942,nonsignificant,134,140,862,gene
CG11398,49,0.1484848484848485,990,-0.4490150124149065,0.5509849875850935,7426.175662671891,nonsignificant,45,49,330,gene
CG11384,89,0.15110356536502548,1767,-0.16978240822213664,0.8302175917778634,11189.672701982043,nonsignificant,87,89,589,gene
eIF4E7,50,0.11627906976744186,1290,0.5773219258293647,0.4226780741706353,5696.855083671822,nonsignificant,56,50,430,gene
CG14777,30,0.15228426395939088,591,0.3984918655594101,0.6015081344405899,8107.126635990271,nonsignificant,33,30,197,gene
CG14778,40,0.21390374331550802,561,-0.842700792949719,0.15729920705028105,2120.0787126236883,nonsignificant,32,40,187,gene
CG14780,67,0.22112211221122113,909,-0.9939010540687856,0.006098945931214356,82.20159326090709,nonsignificant,48,67,303,gene
rush,68,0.21451104100946372,951,-0.9827097194070937,0.017290280592906236,233.03840183119024,nonsignificant,51,68,317,gene
inc,33,0.15566037735849056,636,-0.5423859331236852,0.4576140668763148,6167.72239335897,nonsignificant,29,33,212,gene
dor,179,0.17846460618145563,3009,-0.9208759232116408,0.07912407678835914,1066.4343069535046,nonsignificant,157,179,1003,gene
hfw,95,0.15522875816993464,1836,0.23814501378129016,0.7618549862187098,10268.28150425577,nonsignificant,98,95,612,gene
CG14797,43,0.2182741116751269,591,-0.8237036255594927,0.17629637444050728,2376.122534709157,nonsignificant,35,43,197,gene
b6,104,0.18604651162790697,1677,-0.9606816309182614,0.0393183690817386,529.9329784836729,nonsignificant,85,104,559,gene
Scgdelta,80,0.19753086419753085,1215,-0.7680022763712693,0.23199772362873072,3126.8653190680325,nonsignificant,70,80,405,gene
CG3795,51,0.16666666666666666,918,-0.4404163002247573,0.5595836997752427,7542.069105570721,nonsignificant,47,51,306,gene
a6,86,0.2097560975609756,1230,-0.569046775999211,0.43095322400078895,5808.3875530826335,nonsignificant,79,86,410,gene
CG3740,35,0.24822695035460993,423,-0.9224438332563346,0.07755616674366539,1045.302015371122,nonsignificant,26,35,141,gene
Mur2B,257,0.14309576837416482,5388,0.9999999996312655,3.6873452607445444e-10,4.969803942431497e-06,depleted,379,257,1796,gene
CG14795,23,0.19658119658119658,351,-0.6412046421130584,0.3587953578869416,4835.843833600199,nonsignificant,19,23,117,gene
sta,85,0.31365313653136534,813,-0.9999999702445674,2.9755432552208025e-08,0.00040104371993865976,enriched,47,85,271,gene
Rab27,60,0.25316455696202533,711,-0.9996414774712468,0.00035852252875322714,4.832166642535995,nonsignificant,38,60,237,gene
CG32808,50,0.17543859649122806,855,-0.22717000731555248,0.7728299926844475,10416.202641400983,nonsignificant,48,50,285,gene
O,96,0.1955193482688391,1473,-0.969631527765746,0.030368472234254,409.3062687732754,nonsignificant,77,96,491,gene
CG14787,54,0.20689655172413793,783,-0.906552177841386,0.09344782215861407,1259.4897470538003,nonsignificant,43,54,261,gene
CG32806,22,0.10679611650485436,618,0.9720081845143342,0.027991815485665764,377.27368911580317,nonsignificant,35,22,206,gene
MED18,42,0.1926605504587156,654,-0.922900128256458,0.07709987174354202,1039.1520713594593,nonsignificant,32,42,218,gene
CG14803,154,0.13961922030825022,3309,0.4188305241422856,0.5811694758577144,7833.002195610275,nonsignificant,161,154,1103,gene
Vps26,75,0.15657620041753653,1437,0.3473149117466754,0.6526850882533246,8796.889619478308,nonsignificant,79,75,479,gene
CG14805,84,0.16568047337278108,1521,-0.7013024440050328,0.29869755599496717,4025.8456597001673,nonsignificant,75,84,507,gene
Coa8,25,0.14124293785310735,531,0.2996886270631097,0.7003113729368903,9438.796684443407,nonsignificant,27,25,177,gene
mRpL16,56,0.22950819672131148,732,-0.999614253244318,0.00038574675568200776,5.1990947730821,nonsignificant,35,56,244,gene
mip130,153,0.15501519756838905,2961,-0.4935425287522315,0.5064574712477685,6826.033797477424,nonsignificant,145,153,987,gene
Rbcn,262,0.17169069462647443,4578,-0.8444196522078063,0.15558034779219368,2096.9119275431863,nonsignificant,240,262,1526,gene
Ocrl,148,0.17391304347826086,2553,-0.8625348063170101,0.13746519368298996,1852.7558804593386,nonsignificant,131,148,851,gene
CG11596,55,0.13681592039800994,1206,0.3063593782162415,0.6936406217837585,9348.888300401497,nonsignificant,58,55,402,gene
CG3587,57,0.19,900,-0.7469020910528876,0.2530979089471123,3411.25361678918,nonsignificant,49,57,300,gene
CG4194,34,0.12830188679245283,795,0.7257011726041275,0.2742988273958725,3696.99959564157,nonsignificant,41,34,265,gene
Rtca,71,0.19613259668508287,1086,-0.912174904369805,0.08782509563019504,1183.7066389037689,nonsignificant,58,71,362,gene
CG4045,40,0.1556420233463035,771,-0.25439721107253854,0.7456027889274615,10049.234389164325,nonsignificant,38,40,257,gene
CG4199,104,0.1750841750841751,1782,-0.8881644781626457,0.11183552183735432,1507.3191633238614,nonsignificant,89,104,594,gene
CG14054,37,0.1796116504854369,618,-0.7188019004358239,0.2811980995641761,3789.987985925965,nonsignificant,31,37,206,gene
CG4281,106,0.15208034433285508,2091,0.07701443308163203,0.922985566918368,12439.999470925764,nonsignificant,107,106,697,gene
Sik2,222,0.15868477483917084,4197,0.20981935424118248,0.7901806457588175,10650.054743537343,nonsignificant,226,222,1399,gene
moody,146,0.21758569299552907,2013,-0.8883882317017084,0.11161176829829161,1504.3034131243744,nonsignificant,128,146,671,gene
CG4325,16,0.10062893081761007,477,0.7247664759251689,0.27523352407483115,3709.597437480574,nonsignificant,21,16,159,gene
Actn,210,0.22875816993464052,2754,-0.9999999999887109,1.1289107686211751e-11,1.52154593394762e-07,enriched,132,210,918,gene
usp,91,0.1787819253438114,1527,-0.9353283124976359,0.06467168750236404,871.6450041568626,nonsignificant,75,91,509,gene
PIG,58,0.16292134831460675,1068,-0.31416956554839437,0.6858304344516056,9243.62259553874,nonsignificant,55,58,356,gene
CG3857,91,0.1864754098360656,1464,-0.4848188303878368,0.5151811696121632,6943.611804032736,nonsignificant,85,91,488,gene
eIF2Bepsilon,111,0.16567164179104477,2010,-0.627142063604817,0.37285793639518305,5025.379266734277,nonsignificant,102,111,670,gene
Edem1,155,0.15768056968463887,2949,-0.19225188521275227,0.8077481147872477,10886.829091102525,nonsignificant,152,155,983,gene
CG32801,22,0.13836477987421383,477,0.16517267081476084,0.8348273291852392,11251.802742758653,nonsignificant,23,22,159,gene
trr,382,0.15844048112816259,7233,0.9134634453255108,0.08653655467448919,1166.3396839027653,nonsignificant,417,382,2411,gene
CG14818,17,0.17525773195876287,291,-0.7327425068456153,0.2672574931543847,3602.096492734797,nonsignificant,13,17,97,gene
CG14817,20,0.18691588785046728,321,-0.8032943975410568,0.1967056024589432,2651.198109941636,nonsignificant,15,20,107,gene
Pgam5,54,0.18620689655172415,870,-0.761815050007981,0.23818494999201903,3210.2567559924323,nonsignificant,46,54,290,gene
Pex5,88,0.14308943089430895,1845,0.32334267828357577,0.6766573217164242,9119.987382093967,nonsignificant,92,88,615,gene
Gcna,172,0.16334283000949668,3159,-0.06095633993442362,0.9390436600655764,12656.430450363838,nonsignificant,171,172,1053,gene
deltaCOP,99,0.18574108818011256,1599,-0.8017436025566465,0.19825639744335355,2672.099724741519,nonsignificant,87,99,533,gene
Lamtor5,20,0.19801980198019803,303,-0.36264811176606293,0.6373518882339371,8590.228749617005,nonsignificant,18,20,101,gene
CG14811,47,0.19747899159663865,714,-0.7316183727072424,0.2683816272927576,3617.247572651787,nonsignificant,40,47,238,gene
CG4025,52,0.21052631578947367,741,-0.9422204288764029,0.05777957112359715,778.7530596038424,nonsignificant,40,52,247,gene
Unc,80,0.16842105263157894,1425,-0.9677903143262896,0.032209685673710416,434.122143510269,nonsignificant,63,80,475,gene
csw,144,0.171021377672209,2526,-0.842700792949719,0.15729920705028105,2120.0787126236883,nonsignificant,128,144,842,gene
D2hgdh,105,0.19662921348314608,1602,-0.9842567411065458,0.01574325889345414,212.1876433659749,nonsignificant,83,105,534,gene
Pgd,103,0.21369294605809128,1446,-0.9997411943076507,0.0002588056923492362,3.4881831214830052,nonsignificant,72,103,482,gene
CG3630,69,0.18548387096774194,1116,0.43892007041431813,0.5610799295856819,7562.23529095582,nonsignificant,74,69,372,gene
ND,23,0.22115384615384615,312,-0.7614071706835679,0.2385928293164321,3215.754153526872,nonsignificant,18,23,104,gene
Cyp4d2,83,0.16533864541832669,1506,-0.3473149117466754,0.6526850882533246,8796.889619478308,nonsignificant,79,83,502,gene
Cyp4ae1,75,0.15090543259557343,1491,0.4950149249061543,0.5049850750938457,6806.188842114852,nonsignificant,81,75,497,gene
pn,67,0.16502463054187191,1218,0.0,1.0,13478.0,nonsignificant,67,67,406,gene
CG17776,13,0.18309859154929578,213,-0.817577560548268,0.18242243945173198,2458.6896389304434,nonsignificant,9,13,71,gene
CG17777,11,0.0990990990990991,333,0.22717000731555248,0.7728299926844475,10416.202641400983,nonsignificant,12,11,111,gene
CG3457,40,0.20725388601036268,579,-0.601975280493062,0.39802471950693796,5364.5771695145095,nonsignificant,35,40,193,gene
Mct1,139,0.22169059011164274,1881,-0.9986505166329526,0.0013494833670474632,18.18833682106571,nonsignificant,106,139,627,gene
CG14052,19,0.11585365853658537,492,0.17693672624187862,0.8230632737581214,11093.24680371196,nonsignificant,20,19,164,gene
pcx,502,0.14686951433586892,10254,0.9943822855975639,0.005617714402436127,75.71555471603412,nonsignificant,568,502,3418,gene
fs(1)K10,56,0.1206896551724138,1392,0.30388248045654453,0.6961175195434555,9382.271928406693,nonsignificant,59,56,464,gene
Or2a,81,0.20351758793969849,1194,-0.8850851354744257,0.11491486452557433,1548.8225440756908,nonsignificant,68,81,398,gene
CG3071,82,0.15298507462686567,1608,0.08740366387684517,0.9125963361231548,12299.97341826788,nonsignificant,83,82,536,gene
CG2854,79,0.16056910569105692,1476,0.1758591042581148,0.8241408957418852,11107.770992809128,nonsignificant,81,79,492,gene
Raf,125,0.16891891891891891,2220,-0.6971047046635626,0.3028952953364375,4082.4227905445046,nonsignificant,114,125,740,gene
CG2841,179,0.14493927125506073,3705,0.9967856386215411,0.0032143613784588903,43.323162658868924,nonsignificant,223,179,1235,gene
mRpL14,32,0.19753086419753085,486,-0.5503082020311092,0.4496917979688908,6060.946053024711,nonsignificant,28,32,162,gene
Ilp6,23,0.21296296296296297,324,-0.8543899046031371,0.1456100953968629,1962.5328657589182,nonsignificant,17,23,108,gene
CG14050,36,0.13846153846153847,780,0.4729107431344619,0.5270892568655381,7104.109004033722,nonsignificant,40,36,260,gene
CG2865,82,0.18850574712643678,1305,-0.9104449255863575,0.08955507441364248,1207.0232929470733,nonsignificant,68,82,435,gene
Grp170,168,0.18181818181818182,2772,-0.9893436252787086,0.010656374721291434,143.62661849356596,nonsignificant,138,168,924,gene
CG2924,64,0.16080402010050251,1194,-0.48491772129035693,0.5150822787096431,6942.27895244857,nonsignificant,59,64,398,gene
temp,72,0.18045112781954886,1197,-0.9339803249787073,0.06601967502129268,889.8131799369827,nonsignificant,58,72,399,gene
CG3078,130,0.17473118279569894,2232,-0.47206980373023455,0.5279301962697655,7115.443185323898,nonsignificant,123,130,744,gene
CG3191,45,0.14516129032258066,930,0.22950691720557592,0.7704930827944241,10384.705769903248,nonsignificant,47,45,310,gene
crn,102,0.14509246088193456,2109,-0.07926166479557728,0.9207383352044227,12409.71128188521,nonsignificant,101,102,703,gene
kz,179,0.15004191114836546,3579,0.6518553750469377,0.3481446249530623,4692.2932551173735,nonsignificant,192,179,1193,gene
Vinc,222,0.23076923076923078,2886,-0.9999791909136283,2.080908637173614e-05,0.28046486611825966,nonsignificant,167,222,962,gene
FarO,91,0.1801980198019802,1515,-0.8230178495394017,0.17698215046059831,2385.365423907944,nonsignificant,79,91,505,gene
CG14053,24,0.1038961038961039,693,0.9885879636139984,0.01141203638600166,153.81142641053037,nonsignificant,40,24,231,gene
Nmd3,93,0.1781609195402299,1566,-0.972804843043093,0.027195156956906944,366.5363254651918,nonsignificant,74,93,522,gene
Cyp4d14,91,0.17913385826771652,1524,-0.7334794741949924,0.2665205258050076,3592.163646799893,nonsignificant,81,91,508,gene
Cyp4d1,97,0.19246031746031747,1512,-0.9023739095064632,0.09762609049353672,1315.804447671888,nonsignificant,82,97,504,gene
wapl,274,0.15729047072330654,5226,0.9472949582097733,0.05270504179022673,710.3585532486759,nonsignificant,308,274,1742,gene
bcn92,20,0.21505376344086022,279,-0.6826894921370888,0.31731050786291115,4276.711024976316,nonsignificant,16,20,93,gene
ph,244,0.15345911949685534,4770,0.9685562654541076,0.03144373454589242,423.7986542095381,nonsignificant,280,244,1590,gene
CG16903,96,0.1711229946524064,1683,-0.16343111877222372,0.8365688812277763,11275.275381187968,nonsignificant,94,96,561,gene
AANATL7,38,0.16593886462882096,687,-0.7913322123017394,0.2086677876982606,2812.4244425971565,nonsignificant,31,38,229,gene
wds,69,0.19060773480662985,1086,-0.9409417709094635,0.059058229090536506,795.9868116822511,nonsignificant,55,69,362,gene
egh,82,0.17903930131004367,1374,-0.848506007595784,0.151493992404216,2041.836029624023,nonsignificant,70,82,458,gene
Seipin,81,0.2183288409703504,1113,-0.9895549786150358,0.010445021384964219,140.77799822654774,nonsignificant,61,81,371,gene
brv3,134,0.17842876165113183,2253,-0.9235654513962563,0.0764345486037436,1030.1848460812562,nonsignificant,115,134,751,gene
Tsp3A,51,0.16721311475409836,915,-0.8816501872643716,0.11834981273562842,1595.1187760507999,nonsignificant,41,51,305,gene
eIF3g1,55,0.2037037037037037,810,-0.9895943801311264,0.010405619868873605,140.24694459267843,nonsignificant,39,55,270,gene
Smyd3,93,0.19829424307036247,1407,-0.9940227319075365,0.005977268092463427,80.56161935022206,nonsignificant,70,93,469,gene
Klp3A,207,0.17065127782357792,3639,-0.8942236014209576,0.10577639857904239,1425.6543000483334,nonsignificant,185,207,1213,gene
CG13760,54,0.22406639004149378,723,-0.9993963558018666,0.0006036441981334306,8.135916502442377,nonsignificant,34,54,241,gene
