Gene,adatcodoncount,adatcodonfreq,proteinlennucleotides,ADAT_transformed_ordered_pvalues,ADAT_pvalues_raw,ADAT_pvalues_corrected,chisquareadatenrichedstatus,expected_adat_codons,observed_adat_codons,protein_length_AA,feature
B0024.3,10,0.0392156862745098,765,0.9932856102144505,0.006714389785549478,133.193350175945,nonsignificant,23,10,255,gene
B0024.4,24,0.061381074168797956,1173,0.9885879636139984,0.01141203638600166,226.38056578911494,nonsignificant,40,24,391,gene
B0024.6a,45,0.04155124653739612,3249,0.9999999427563757,5.724362426739109e-08,0.001135541774592237,depleted,99,45,1083,gene
B0024.8a,75,0.05845674201091192,3849,0.9999791119153156,2.0888084684383208e-05,0.4143569358841097,nonsignificant,122,75,1283,gene
B0024.9a,12,0.0821917808219178,438,0.4070199019825733,0.5929800980174267,11762.946204371694,nonsignificant,14,12,146,gene
B0024.10,50,0.08710801393728224,1722,0.11136213910499215,0.8886378608950078,17627.909246574272,nonsignificant,51,50,574,gene
B0024.11,43,0.07439446366782007,1734,0.7373817095574826,0.2626182904425174,5209.559027508218,nonsignificant,51,43,578,gene
B0024.12,18,0.10843373493975904,498,-0.5614219739190003,0.4385780260809997,8700.072303368792,nonsignificant,15,18,166,gene
B0024.13,36,0.11612903225806452,930,-0.2683994110400988,0.7316005889599012,14512.76088319756,nonsignificant,34,36,310,gene
B0024.14a,44,0.048834628190899,2703,0.9950442676827221,0.004955732317277909,98.30686197784188,nonsignificant,67,44,901,gene
B0024.15,18,0.05217391304347826,1035,0.9715402630836893,0.028459736916310638,564.5558012088542,nonsignificant,30,18,345,gene
B0025.1a,50,0.05543237250554324,2706,0.999707915109795,0.0002920848902050158,5.794087966996898,nonsignificant,83,50,902,gene
B0025.2,25,0.05040322580645161,1488,0.9875378417054597,0.012462158294540357,247.21183408879705,nonsignificant,41,25,496,gene
B0025.4,2,0.013422818791946308,447,0.9933443945170506,0.006655605482949389,132.02724596526704,nonsignificant,11,2,149,gene
B0025.5,11,0.14864864864864866,222,-0.869429981884263,0.13057001811573693,2590.1174493618737,nonsignificant,7,11,74,gene
B0034.1,16,0.06274509803921569,765,0.5087028757841068,0.4912971242158932,9745.861053070674,nonsignificant,19,16,255,gene
B0034.2,0,0.0,120,0.842700792949719,0.15729920705028105,3120.3443702564255,nonsignificant,2,0,40,gene
B0034.3a,112,0.11370558375634518,2955,-0.9926439693418451,0.007356030658154957,145.92158016581988,nonsignificant,87,112,985,gene
B0034.4,19,0.08755760368663594,651,0.3374794164599426,0.6625205835400574,13142.420815684118,nonsignificant,21,19,217,gene
B0034.5,22,0.06358381502890173,1038,0.9863362871318188,0.013663712868181228,271.04707216611104,nonsignificant,37,22,346,gene
B0034.7,2,0.02531645569620253,237,0.8975295651402506,0.10247043485974942,2032.7060163128492,nonsignificant,6,2,79,gene
B0035.1a,9,0.030100334448160536,897,0.9782185372088804,0.021781462791119595,432.0788773874394,nonsignificant,19,9,299,gene
B0035.2,31,0.09171597633136094,1014,-0.4292496119418261,0.5707503880581739,11321.975447909996,nonsignificant,28,31,338,gene
B0035.3,22,0.10784313725490197,612,-0.34527915398142317,0.6547208460185768,12987.697422470508,nonsignificant,20,22,204,gene
B0035.4,11,0.08661417322834646,381,0.0,1.0,19837.0,nonsignificant,11,11,127,gene
B0035.5,39,0.0745697896749522,1569,0.3565711564363794,0.6434288435636206,12763.697969771541,nonsignificant,42,39,523,gene
B0035.6,72,0.0989010989010989,2184,-0.5398190645528798,0.46018093544712024,9128.609216464525,nonsignificant,66,72,728,gene
B0035.7,28,0.21875,384,-0.9999961403835631,3.8596164369284525e-06,0.07656321125934971,nonsignificant,12,28,128,gene
B0035.8,38,0.3064516129032258,372,-0.9999999999999388,6.116958198651745e-14,1.2134209978665468e-09,enriched,12,38,124,gene
B0035.9,30,0.28846153846153844,312,-0.9999999999974404,2.559625087771672e-12,5.077528286612666e-08,enriched,9,30,104,gene
B0035.10,35,0.25547445255474455,411,-0.9999999800559742,1.9944025809360817e-08,0.00039562963998029054,enriched,14,35,137,gene
B0035.11,30,0.06960556844547564,1293,0.3984918655594101,0.6015081344405899,11932.116862897983,nonsignificant,33,30,431,gene
B0035.12,57,0.06810035842293907,2511,0.8514382251081354,0.1485617748918646,2947.0199285299177,nonsignificant,69,57,837,gene
B0035.13,17,0.05704697986577181,894,0.8904014166008843,0.10959858339911568,2174.107098888258,nonsignificant,25,17,298,gene
B0035.14a,16,0.03980099502487562,1206,0.9929416679514719,0.007058332048528108,140.01613284665208,nonsignificant,31,16,402,gene
B0035.15,22,0.07746478873239436,852,-0.17274065343728873,0.8272593465627113,16410.343657764504,nonsignificant,21,22,284,gene
B0035.16,18,0.047872340425531915,1128,0.9715402630836893,0.028459736916310638,564.5558012088542,nonsignificant,30,18,376,gene
B0035.18,8,0.08791208791208792,273,-0.2945430138887266,0.7054569861112734,13994.15023348933,nonsignificant,7,8,91,gene
B0035.21,2,0.03571428571428571,168,0.8202875051210041,0.17971249487899593,3564.9567609146425,nonsignificant,5,2,56,gene
B0035.22,0,0.0,30,nan,nan,nan,nonsignificant,0,0,10,gene
B0041.1,5,0.042735042735042736,351,0.7111556336535182,0.2888443663464818,5729.805695215159,nonsignificant,8,5,117,gene
B0041.2a,30,0.042432814710042434,2121,0.9651915211881328,0.03480847881186725,690.4957941910106,nonsignificant,44,30,707,gene
B0041.3,12,0.075,480,0.5614219739190003,0.4385780260809997,8700.072303368792,nonsignificant,15,12,160,gene
B0041.4,96,0.2774566473988439,1038,-1.0,2.094673665920897e-26,4.1552041510872834e-22,enriched,34,96,346,gene
B0041.5a,39,0.09069767441860466,1290,0.6979717718902262,0.3020282281097738,5991.333961013583,nonsignificant,46,39,430,gene
B0041.6a,6,0.0425531914893617,423,0.8683319839771855,0.13166801602281455,2611.8984338445725,nonsignificant,11,6,141,gene
B0041.7,78,0.057352941176470586,4080,0.9862344231392183,0.013765576860781694,273.06774818732646,nonsignificant,103,78,1360,gene
B0041.8,14,0.07,600,0.5331457291772748,0.46685427082272524,9260.9881703104,nonsignificant,17,14,200,gene
B0041.11,3,0.06382978723404255,141,0.0,1.0,19837.0,nonsignificant,3,3,47,gene
B0047.1,39,0.14338235294117646,816,-0.9991507731691808,0.0008492268308191808,16.84611264296009,nonsignificant,23,39,272,gene
B0047.3,29,0.11934156378600823,729,-0.7890970739433932,0.21090292605660677,4183.681344184908,nonsignificant,23,29,243,gene
B0047.4,25,0.13368983957219252,561,-0.9476549367268368,0.052345063273163295,1038.3690201497402,nonsignificant,17,25,187,gene
B0198.1,20,0.07142857142857142,840,0.5857838217574749,0.4142161782425251,8216.80632779697,nonsignificant,24,20,280,gene
B0198.2a,19,0.06643356643356643,858,0.7698606595565869,0.23013934044341314,4565.274096375986,nonsignificant,25,19,286,gene
B0198.3a,108,0.10650887573964497,3042,-0.8801557211417738,0.11984427885822628,2377.350959710635,nonsignificant,93,108,1014,gene
B0205.1a,67,0.08839050131926121,2274,-0.09796535074554968,0.9020346492544503,17893.66133726053,nonsignificant,66,67,758,gene
B0205.2a,20,0.06472491909385113,927,0.9923392388648206,0.007660761135179461,151.96651863855496,nonsignificant,36,20,309,gene
B0205.3,27,0.07780979827089338,1041,0.14989326086147414,0.8501067391385259,16863.56738429094,nonsignificant,28,27,347,gene
B0205.4,16,0.04,1200,0.9994443328171998,0.0005556671828002371,11.022769905208303,nonsignificant,37,16,400,gene
B0205.5,5,0.15151515151515152,99,-0.7517869210100797,0.24821307898992026,4923.802847923048,nonsignificant,3,5,33,gene
B0205.6,29,0.07021791767554479,1239,0.8906854237913335,0.10931457620866644,2168.4732482513164,nonsignificant,39,29,413,gene
B0205.7,46,0.12742382271468145,1083,-0.9965129951078586,0.0034870048921413857,69.17171604540867,nonsignificant,30,46,361,gene
B0205.8,6,0.049586776859504134,363,-0.34527915398142317,0.6547208460185768,12987.697422470508,nonsignificant,5,6,121,gene
B0205.9,49,0.09193245778611632,1599,-0.34174658568871674,0.6582534143112833,13057.772979692925,nonsignificant,46,49,533,gene
B0205.10,47,0.10307017543859649,1368,-0.34892336592216566,0.6510766340778343,12915.407190202,nonsignificant,44,47,456,gene
B0205.11,19,0.06859205776173286,831,0.7698606595565869,0.23013934044341314,4565.274096375986,nonsignificant,25,19,277,gene
B0205.12,4,0.0784313725490196,153,-0.4362971383492269,0.5637028616507731,11182.173666566387,nonsignificant,3,4,51,gene
B0205.13,4,0.04,300,0.7431607420421467,0.2568392579578533,5094.920360109935,nonsignificant,7,4,100,gene
B0205.14,4,0.05263157894736842,228,0.34527915398142317,0.6547208460185768,12987.697422470508,nonsignificant,5,4,76,gene
B0207.1,34,0.06017699115044248,1695,0.990941825778527,0.009058174221473071,179.68700203136132,nonsignificant,53,34,565,gene
B0207.2,6,0.03125,576,0.9923671182122077,0.007632881787792295,151.41347602443577,nonsignificant,17,6,192,gene
B0207.3,19,0.04645476772616137,1227,0.9953934677366082,0.004606532263391753,91.3797805089022,nonsignificant,36,19,409,gene
B0207.4,29,0.09477124183006536,918,-0.5762892028332064,0.4237107971667936,8405.151083397684,nonsignificant,25,29,306,gene
B0207.5a,154,0.04213406292749658,10965,0.9999999982599234,1.7400766151498882e-09,3.451789981472833e-05,depleted,249,154,3655,gene
B0207.6,24,0.08921933085501858,807,0.15851941887820598,0.841480581121794,16692.45028771303,nonsignificant,25,24,269,gene
B0207.7,14,0.0374331550802139,1122,0.9965129951078586,0.0034870048921413857,69.17171604540867,nonsignificant,30,14,374,gene
B0207.9,12,0.08450704225352113,426,0.5614219739190003,0.4385780260809997,8700.072303368792,nonsignificant,15,12,142,gene
B0207.10,6,0.07317073170731707,246,0.5204998778130466,0.47950012218695337,9511.843923822595,nonsignificant,8,6,82,gene
B0207.11,14,0.05622489959839357,747,0.9119184883378098,0.08808151166219025,1747.272946842868,nonsignificant,22,14,249,gene
B0207.12a,40,0.09592326139088729,1251,0.1241039420770591,0.8758960579229409,17375.150101017378,nonsignificant,41,40,417,gene
B0212.1a,81,0.1314935064935065,1848,-0.9932937243921944,0.006706275607805582,133.03238923203932,nonsignificant,60,81,616,gene
B0212.2,42,0.10687022900763359,1179,-0.5889202212766846,0.41107977872331536,8154.589570534406,nonsignificant,37,42,393,gene
B0212.3,51,0.07578008915304606,2019,0.49596413354749536,0.5040358664525046,9998.559482818335,nonsignificant,56,51,673,gene
B0212.4a,46,0.12010443864229765,1149,-0.5651203415042165,0.43487965849578347,8626.707785580857,nonsignificant,41,46,383,gene
B0212.5,125,0.13326226012793177,2814,-0.9999537930044862,4.620699551388414e-05,0.9166081700089197,nonsignificant,87,125,938,gene
B0213.2,9,0.1232876712328767,219,-0.9875806693484477,0.01241933065155227,246.36226213484238,nonsignificant,4,9,73,gene
B0213.3,5,0.07575757575757576,198,-0.3829249225480261,0.6170750774519739,12240.918311414805,nonsignificant,4,5,66,gene
B0213.4,8,0.10810810810810811,222,-0.9544997361036415,0.04550026389635857,902.588734912065,nonsignificant,4,8,74,gene
B0213.5,7,0.1,210,-0.8663855974622842,0.13361440253771584,2650.508903140669,nonsignificant,4,7,70,gene
B0213.6,6,0.07894736842105263,228,-0.6826894921370888,0.31731050786291115,6294.488544476569,nonsignificant,4,6,76,gene
B0213.7,22,0.0658682634730539,1002,0.9720081845143342,0.027991815485665764,555.2736437891517,nonsignificant,35,22,334,gene
B0213.8,31,0.08539944903581267,1089,0.6760601544014686,0.32393984559853134,6425.994717138066,nonsignificant,37,31,363,gene
B0213.9,41,0.11884057971014493,1035,-0.689505565682768,0.31049443431723206,6159.278093550933,nonsignificant,35,41,345,gene
B0213.10,29,0.058,1500,0.9878071513863389,0.012192848613661062,241.8695379491945,nonsignificant,46,29,500,gene
B0213.11a,42,0.0841683366733467,1497,0.4446536833285779,0.5553463166714221,11016.404883811,nonsignificant,46,42,499,gene
B0213.12,34,0.068,1500,0.9231567559663437,0.0768432440336563,1524.33943189564,nonsignificant,46,34,500,gene
B0213.14,42,0.084,1500,0.5341970907581558,0.4658029092418442,9240.132310630463,nonsignificant,47,42,500,gene
B0213.15a,38,0.076,1500,0.761815050007981,0.23818494999201903,4724.874852991681,nonsignificant,46,38,500,gene
B0213.16,41,0.082,1500,0.6185294388488102,0.3814705611511898,7567.231521556153,nonsignificant,47,41,500,gene
B0213.17,14,0.23333333333333334,180,-0.9999994266968563,5.733031437583875e-07,0.011372614462735133,enriched,4,14,60,gene
B0218.1,31,0.05410122164048865,1719,0.9974883337369774,0.002511666263022618,49.82392365957968,nonsignificant,53,31,573,gene
B0218.2,19,0.033216783216783216,1716,0.9999969918003973,3.0081996027065376e-06,0.05967365551888958,nonsignificant,53,19,572,gene
B0218.3,24,0.06349206349206349,1134,0.9136521790163372,0.08634782098366274,1712.8817248529178,nonsignificant,34,24,378,gene
B0218.5,31,0.08423913043478261,1104,-0.2896534310044333,0.7103465689955667,14091.144889165056,nonsignificant,29,31,368,gene
B0218.6a,22,0.07119741100323625,927,0.5672324193322154,0.43276758066778465,8584.810497706843,nonsignificant,26,22,309,gene
B0218.7,26,0.09187279151943463,849,-0.15851941887820598,0.841480581121794,16692.45028771303,nonsignificant,25,26,283,gene
B0218.8,23,0.0744336569579288,927,0.31084348322064836,0.6891565167793516,13670.797823351999,nonsignificant,25,23,309,gene
B0222.1,22,0.07692307692307693,858,0.5672324193322154,0.43276758066778465,8584.810497706843,nonsignificant,26,22,286,gene
B0222.2,45,0.09090909090909091,1485,0.8880386457362519,0.11196135426374809,2220.977384529971,nonsignificant,57,45,495,gene
B0222.3,41,0.08282828282828283,1485,0.965930804855856,0.03406919514414398,675.8306240743841,nonsignificant,57,41,495,gene
B0222.4,45,0.08287292817679558,1629,0.43229083380264743,0.5677091661973526,11261.646729856882,nonsignificant,49,45,543,gene
B0222.5,19,0.051351351351351354,1110,0.6925658340726076,0.30743416592739237,6098.571549501682,nonsignificant,24,19,370,gene
B0222.6,57,0.19322033898305085,885,-0.999999999998654,1.346070513161902e-12,2.6702000769592652e-08,enriched,23,57,295,gene
B0222.7,51,0.17288135593220338,885,-0.9999999947296636,5.27033643235399e-09,0.0001045476638086061,enriched,23,51,295,gene
B0222.8,59,0.2,885,-0.9999999999999393,6.0720371520099e-14,1.2045100098442037e-09,enriched,23,59,295,gene
B0222.9,67,0.05325914149443561,3774,0.999978822505262,2.1177494737912642e-05,0.4200979631159731,nonsignificant,112,67,1258,gene
B0222.11,19,0.05322128851540616,1071,0.9784437332399837,0.021556266760016277,427.61166371844286,nonsignificant,32,19,357,gene
B0222.15,5,0.042735042735042736,351,0.8861537019933423,0.11384629800665763,2258.3690135580673,nonsignificant,10,5,117,gene
B0228.1,16,0.07111111111111111,675,0.8556002077869328,0.1443997922130672,2864.458678130614,nonsignificant,23,16,225,gene
B0228.4a,126,0.07711138310893513,4902,0.7934927045145787,0.20650729548542135,4096.485220544303,nonsignificant,141,126,1634,gene
B0228.5a,8,0.06896551724137931,348,0.26111731963647267,0.7388826803635273,14657.215730371292,nonsignificant,9,8,116,gene
B0228.6,17,0.05782312925170068,882,0.7890970739433932,0.21090292605660677,4183.681344184908,nonsignificant,23,17,294,gene
B0228.7,31,0.10726643598615918,867,-0.4292496119418261,0.5707503880581739,11321.975447909996,nonsignificant,28,31,289,gene
B0228.8,17,0.03736263736263736,1365,0.9964485351922939,0.0035514648077060763,70.45040739046544,nonsignificant,34,17,455,gene
B0228.9,9,0.02027027027027027,1332,0.9999521451602562,4.78548397437734e-05,0.9492964559972329,nonsignificant,32,9,444,gene
B0238.1,31,0.056776556776556776,1638,0.9103670057321112,0.0896329942678889,1778.049707292112,nonsignificant,42,31,546,gene
B0238.3,26,0.09252669039145907,843,0.7111556336535182,0.2888443663464818,5729.805695215159,nonsignificant,32,26,281,gene
B0238.5a,14,0.04487179487179487,936,0.999614253244318,0.00038574675568200776,7.652058392463988,nonsignificant,35,14,312,gene
B0238.6,19,0.05864197530864197,972,0.9899026853524927,0.010097314647507242,200.30043066260114,nonsignificant,34,19,324,gene
B0238.7,25,0.04317789291882556,1737,0.9990990644036399,0.0009009355963600161,17.87185942499364,nonsignificant,48,25,579,gene
B0238.8,18,0.060810810810810814,888,0.9909765611819197,0.009023438818080326,178.99795583425941,nonsignificant,33,18,296,gene
B0238.9,37,0.07822410147991543,1419,0.1288685084028418,0.8711314915971582,17280.63539881283,nonsignificant,38,37,473,gene
B0238.10,36,0.12903225806451613,837,-0.9932856102144505,0.006714389785549478,133.193350175945,nonsignificant,23,36,279,gene
B0238.11,23,0.07232704402515723,954,0.31084348322064836,0.6891565167793516,13670.797823351999,nonsignificant,25,23,318,gene
B0238.12,17,0.10179640718562874,501,-0.7327425068456153,0.2672574931543847,5301.586891703529,nonsignificant,13,17,167,gene
B0238.15,10,0.12048192771084337,249,-0.5204998778130466,0.47950012218695337,9511.843923822595,nonsignificant,8,10,83,gene
B0240.1,17,0.03711790393013101,1374,0.9999530681509423,4.6931849057715786e-05,0.930987089757908,nonsignificant,44,17,458,gene
B0240.2,43,0.05548387096774193,2325,0.9987495578865895,0.0012504421134104749,24.80502020372359,nonsignificant,70,43,775,gene
B0240.3a,50,0.04638218923933209,3234,0.9999987574698017,1.2425301982756468e-06,0.024648071543194004,depleted,98,50,1078,gene
B0240.4,65,0.11035653650254669,1767,-0.2967970341748183,0.7032029658251817,13949.43723307413,nonsignificant,62,65,589,gene
B0244.2,91,0.11848958333333333,2304,-0.9966328553992461,0.003367144600753895,66.79404744515502,nonsignificant,67,91,768,gene
B0244.4a,29,0.0935483870967742,930,0.689505565682768,0.31049443431723206,6159.278093550933,nonsignificant,35,29,310,gene
B0244.5,25,0.06887052341597796,1089,0.9875378417054597,0.012462158294540357,247.21183408879705,nonsignificant,41,25,363,gene
B0244.6,35,0.09333333333333334,1125,0.8639628718858557,0.13603712811414423,2698.568510400279,nonsignificant,45,35,375,gene
B0244.7,27,0.07397260273972603,1095,0.9712160341242616,0.028783965875738372,570.9875310770221,nonsignificant,41,27,365,gene
B0244.8,61,0.1105072463768116,1656,-0.9995730177650101,0.000426982234989981,8.470046595496253,nonsignificant,39,61,552,gene
B0244.9,20,0.11049723756906077,543,-0.36264811176606293,0.6373518882339371,12643.14940689661,nonsignificant,18,20,181,gene
B0244.10a,29,0.07859078590785908,1107,0.8906854237913335,0.10931457620866644,2168.4732482513164,nonsignificant,39,29,369,gene
B0244.15,44,0.11428571428571428,1155,-0.12120628204070227,0.8787937179592977,17432.63098315859,nonsignificant,43,44,385,gene
B0244.16,29,0.08033240997229917,1083,0.9551377288470851,0.04486227115291488,889.9328728603724,nonsignificant,42,29,361,gene
B0244.17,40,0.11331444759206799,1059,-0.25439721107253854,0.7456027889274615,14790.522523954052,nonsignificant,38,40,353,gene
B0250.1,75,0.28735632183908044,783,-1.0,2.2244591095451636e-25,4.412659535604741e-21,enriched,24,75,261,gene
B0250.2,14,0.07865168539325842,534,0.5331457291772748,0.46685427082272524,9260.9881703104,nonsignificant,17,14,178,gene
B0250.5,54,0.18,900,-0.9999882286609024,1.1771339097615006e-05,0.23350805367938887,nonsignificant,30,54,300,gene
B0250.6,33,0.11619718309859155,852,-0.1403162048013339,0.8596837951986661,17053.54744535594,nonsignificant,32,33,284,gene
B0250.8,15,0.08982035928143713,501,-0.21073197386571874,0.7892680261342813,15656.709834425737,nonsignificant,14,15,167,gene
B0250.9,51,0.11135371179039301,1374,-0.3349944578979709,0.6650055421020291,13191.714938677951,nonsignificant,48,51,458,gene
B0250.10,28,0.09859154929577464,852,0.5204998778130466,0.47950012218695337,9511.843923822595,nonsignificant,32,28,284,gene
B0250.18a,2,0.037037037037037035,162,0.4362971383492269,0.5637028616507731,11182.173666566387,nonsignificant,3,2,54,gene
B0252.1,30,0.037037037037037035,2430,0.9999996860863094,3.139136906441619e-07,0.00622710588130824,depleted,74,30,810,gene
B0252.2,32,0.05663716814159292,1695,0.9610000469875545,0.038999953012445555,773.6420679078825,nonsignificant,46,32,565,gene
B0252.3a,21,0.07046979865771812,894,0.9275139149131536,0.07248608508684644,1437.9064698677728,nonsignificant,31,21,298,gene
B0252.4a,11,0.07432432432432433,444,0.0,1.0,19837.0,nonsignificant,11,11,148,gene
B0252.5,22,0.10476190476190476,630,-0.6542214138488399,0.3457785861511601,6859.209813480563,nonsignificant,18,22,210,gene
B0252.8,9,0.12857142857142856,210,-0.7793286380801567,0.22067136191984324,4377.457806403931,nonsignificant,6,9,70,gene
B0252.11,7,0.0875,240,0.0,1.0,19837.0,nonsignificant,7,7,80,gene
B0261.1,47,0.06025641025641026,2340,0.995604321208897,0.004395678791103057,87.19708017911135,nonsignificant,71,47,780,gene
B0261.2a,183,0.06787833827893175,8088,0.9999934809245176,6.519075482452324e-06,0.12931890034540675,nonsignificant,255,183,2696,gene
B0261.4a,15,0.06382978723404255,705,0.3723741949716407,0.6276258050283593,12450.213094347564,nonsignificant,17,15,235,gene
