Gene,adatcodoncount,adatcodonfreq,proteinlennucleotides,ADAT_transformed_ordered_pvalues,ADAT_pvalues_raw,ADAT_pvalues_corrected,chisquareadatenrichedstatus,expected_adat_codons,observed_adat_codons,protein_length_AA,feature
CCDS32.1,28,0.14358974358974358,585,-0.7028534696515326,0.2971465303484674,9508.09467809026,nonsignificant,23,28,195,gene
CCDS33.1,45,0.16853932584269662,801,-0.3565711564363794,0.6434288435636206,20588.436136348733,nonsignificant,42,45,267,gene
CCDS34.1,72,0.21114369501466276,1023,-0.998137153702018,0.001862846297981894,59.607355842824646,nonsignificant,50,72,341,gene
CCDS35.1,44,0.20952380952380953,630,-0.817577560548268,0.18242243945173198,5837.15321757652,nonsignificant,36,44,210,gene
CCDS36.1,126,0.2781456953642384,1359,-0.9999999985047617,1.4952382971995519e-09,4.784463503379126e-05,enriched,74,126,453,gene
CCDS37.1,110,0.18549747048903878,1779,-0.9998305607978063,0.0001694392021937066,5.421715591794223,nonsignificant,77,110,593,gene
CCDS39.1,166,0.22770919067215364,2187,-0.9999988854072871,1.1145927129140999e-06,0.03566473762782537,enriched,114,166,729,gene
CCDS40.1,79,0.15863453815261044,1494,-0.9175221125267903,0.08247788747320971,2639.127443367764,nonsignificant,65,79,498,gene
CCDS41.1,75,0.21613832853025935,1041,-0.9929990580105513,0.007000941989448643,224.0161417783777,nonsignificant,55,75,347,gene
CCDS45.1,86,0.2275132275132275,1134,-0.9999866719353411,1.3328064658967301e-05,0.4264714129576357,nonsignificant,54,86,378,gene
CCDS47.1,48,0.17582417582417584,819,-0.7257011726041275,0.2742988273958725,8777.01387901313,nonsignificant,41,48,273,gene
CCDS48.1,81,0.175704989154013,1383,-0.8850851354744257,0.11491486452557433,3677.0458350893273,nonsignificant,68,81,461,gene
CCDS49.1,161,0.25274725274725274,1911,-0.9999999999872509,1.2749174648388292e-11,4.0794809039912855e-07,enriched,95,161,637,gene
CCDS50.1,124,0.1887366818873668,1971,-0.9999766458159357,2.3354184064308534e-05,0.7472871816897445,nonsignificant,85,124,657,gene
CCDS51.1,106,0.1815068493150685,1752,-0.9449911663707341,0.055008833629265896,1760.17265846925,nonsignificant,88,106,584,gene
CCDS52.1,61,0.17994100294985252,1017,-0.9829273389062115,0.017072661093788417,546.2910096790417,nonsignificant,45,61,339,gene
CCDS53.1,26,0.10655737704918032,732,0.8718098256548931,0.12819017434510696,4101.829198694732,nonsignificant,35,26,244,gene
CCDS54.1,112,0.27184466019417475,1236,-0.9999900109484131,9.98905158689702e-06,0.31962967267753084,nonsignificant,74,112,412,gene
CCDS55.1,82,0.22282608695652173,1104,-0.9998612114965212,0.00013878850347882944,4.440954534315584,nonsignificant,54,82,368,gene
CCDS56.1,80,0.22598870056497175,1062,-0.99979170290013,0.0002082970998700143,6.665090601640718,nonsignificant,53,80,354,gene
CCDS57.1,367,0.18772378516624041,5865,-0.9999999999999999,6.175381497922278e-17,1.9759985717051704e-12,enriched,238,367,1955,gene
CCDS58.1,13,0.10077519379844961,387,0.21073197386571874,0.7892680261342813,25254.998300244733,nonsignificant,14,13,129,gene
CCDS61.1,41,0.14385964912280702,855,0.12262944393585662,0.8773705560641434,28074.10305294046,nonsignificant,42,41,285,gene
CCDS64.1,184,0.3016393442622951,1830,-0.9999999999999986,1.4495600600589256e-15,4.63830228017655e-11,enriched,103,184,610,gene
CCDS65.1,89,0.2335958005249344,1143,-0.9999774985367063,2.2501463293714722e-05,0.7200018224722837,nonsignificant,57,89,381,gene
CCDS66.1,84,0.23931623931623933,1053,-0.9999909033199269,9.096680073059191e-06,0.291075568977748,nonsignificant,52,84,351,gene
CCDS67.1,78,0.23636363636363636,990,-0.999965699437766,3.430056223401301e-05,1.0975493903639482,nonsignificant,49,78,330,gene
CCDS70.1,179,0.20935672514619882,2565,-0.9997732822864641,0.0002267177135358961,7.254513397721603,nonsignificant,136,179,855,gene
CCDS71.1,87,0.20813397129186603,1254,-0.9985016513820034,0.0014983486179966025,47.94415907865529,nonsignificant,62,87,418,gene
CCDS72.1,87,0.20374707259953162,1281,-0.993642784917412,0.006357215082587968,203.4181682126498,nonsignificant,65,87,427,gene
CCDS73.1,77,0.2020997375328084,1143,-0.9969876945492545,0.00301230545074549,96.38774981295418,nonsignificant,55,77,381,gene
CCDS74.1,77,0.2064343163538874,1119,-0.991928512574732,0.008071487425268014,258.2714546337259,nonsignificant,57,77,373,gene
CCDS75.1,47,0.2,705,-0.8998217057737321,0.10017829422626791,3205.5050586521206,nonsignificant,37,47,235,gene
CCDS79.1,202,0.2005958291956306,3021,-0.9999858762936357,1.4123706364324605e-05,0.4519303562456587,nonsignificant,149,202,1007,gene
CCDS80.1,110,0.15647226173541964,2109,-0.07630678565096427,0.9236932143490357,29556.335472740444,nonsignificant,109,110,703,gene
CCDS81.1,166,0.19714964370546317,2526,-0.999634033908522,0.00036596609147799197,11.710182995112786,nonsignificant,126,166,842,gene
CCDS82.1,110,0.1870748299319728,1764,-0.9863314807611262,0.013668519238873786,437.3652786054834,nonsignificant,87,110,588,gene
CCDS84.1,117,0.16981132075471697,2067,-0.9991706712040918,0.0008293287959082978,26.53686281147371,nonsignificant,86,117,689,gene
CCDS85.1,58,0.19269102990033224,903,-0.9864453339351844,0.013554666064815552,433.722204741968,nonsignificant,42,58,301,gene
CCDS86.1,28,0.1590909090909091,528,-0.7028534696515326,0.2971465303484674,9508.09467809026,nonsignificant,23,28,176,gene
CCDS87.1,89,0.15892857142857142,1680,-0.6259372025091173,0.37406279749088267,11969.261394113264,nonsignificant,81,89,560,gene
CCDS88.1,11,0.10891089108910891,303,0.7887004526662931,0.21129954733370696,6761.1629155839555,nonsignificant,16,11,101,gene
CCDS89.1,168,0.13976705490848584,3606,0.855338512227195,0.14466148777280496,4628.878285754213,nonsignificant,188,168,1202,gene
CCDS90.1,13,0.09285714285714286,420,0.8824751319033605,0.11752486809663953,3760.5607293562716,nonsignificant,20,13,140,gene
CCDS91.1,14,0.112,375,0.6542214138488399,0.3457785861511601,11064.22319966482,nonsignificant,18,14,125,gene
CCDS92.1,25,0.09765625,768,0.8362656456754118,0.1637343543245882,5239.171869678173,nonsignificant,33,25,256,gene
CCDS93.1,16,0.08421052631578947,570,0.9894128626659431,0.010587137334056926,338.76722041515353,nonsignificant,30,16,190,gene
CCDS94.1,51,0.1101511879049676,1389,0.9899732446828271,0.010026755317172913,320.8361166388989,nonsignificant,73,51,463,gene
CCDS95.1,322,0.20548819400127633,4701,-0.9999947284432534,5.271556746516598e-06,0.1686792727750381,nonsignificant,250,322,1567,gene
CCDS97.1,83,0.19080459770114944,1305,-0.9882566176988274,0.011743382301172606,375.764746872921,nonsignificant,63,83,435,gene
CCDS99.1,114,0.22709163346613545,1506,-0.9993327456057832,0.0006672543942168193,21.350806106149783,nonsignificant,83,114,502,gene
CCDS101.1,161,0.2032828282828283,2376,-0.9999936820578353,6.317942164658123e-06,0.20216151338473062,nonsignificant,113,161,792,gene
CCDS102.1,51,0.18613138686131386,822,-0.9786414595661653,0.021358540433834634,683.4305768018406,nonsignificant,37,51,274,gene
CCDS103.1,33,0.10248447204968944,966,0.9882813144002314,0.011718685599768625,374.9745018213965,nonsignificant,51,33,322,gene
CCDS104.1,227,0.21722488038277513,3135,-0.9999999999998059,1.9403622999462336e-13,6.208771287367958e-09,enriched,140,227,1045,gene
CCDS105.1,177,0.18209876543209877,2916,-0.999796502171503,0.0002034978284970721,6.511523516249313,nonsignificant,134,177,972,gene
CCDS106.1,12,0.14634146341463414,246,-0.23697539944700496,0.763024600552995,24415.261168494737,nonsignificant,11,12,82,gene
CCDS107.1,11,0.05759162303664921,573,0.9948897393391442,0.005110260660855866,163.518120626066,nonsignificant,25,11,191,gene
CCDS108.1,37,0.13214285714285715,840,0.3647437040027517,0.6352562959972483,20326.93095931995,nonsignificant,40,37,280,gene
CCDS109.1,18,0.13333333333333333,405,-0.5614219739190003,0.4385780260809997,14033.61967853983,nonsignificant,15,18,135,gene
CCDS110.1,162,0.13798977853492334,3522,0.4605018031819368,0.5394981968180632,17262.863301784386,nonsignificant,170,162,1174,gene
CCDS111.1,237,0.13382269904009034,5313,0.7878098623703125,0.21219013762968758,6789.660023874743,nonsignificant,257,237,1771,gene
CCDS112.1,125,0.10831889081455806,3462,0.989346943335764,0.01065305666423594,340.8765071422216,nonsignificant,157,125,1154,gene
CCDS113.1,82,0.16942148760330578,1452,-0.933129239877535,0.0668707601224649,2139.7305823986317,nonsignificant,67,82,484,gene
CCDS114.1,24,0.14545454545454545,495,-0.16517267081476084,0.8348273291852392,26712.804879269283,nonsignificant,23,24,165,gene
CCDS115.1,8,0.05755395683453238,417,0.9815778745459011,0.01842212545409897,589.4711702802589,nonsignificant,18,8,139,gene
CCDS118.1,53,0.15963855421686746,996,-0.32862675945912734,0.6713732405408727,21482.600950826843,nonsignificant,50,53,332,gene
CCDS119.1,41,0.1524163568773234,807,-0.37350372565308887,0.6264962743469111,20046.62778655246,nonsignificant,38,41,269,gene
CCDS122.1,31,0.0746987951807229,1245,0.9898720094506094,0.010127990549390656,324.0754415994022,nonsignificant,49,31,415,gene
CCDS123.1,96,0.13973799126637554,2061,0.16010712672873106,0.8398928732712689,26874.892158934064,nonsignificant,98,96,687,gene
CCDS124.1,40,0.21505376344086022,558,-0.9973002039367398,0.0026997960632601883,86.3880744321995,nonsignificant,25,40,186,gene
CCDS125.1,78,0.25742574257425743,909,-0.9999999981255315,1.8744684504065423e-09,5.997924147610854e-05,enriched,40,78,303,gene
CCDS126.1,110,0.12775842044134728,2583,0.6386895714738211,0.3613104285261789,11561.211091980673,nonsignificant,120,110,861,gene
CCDS127.1,454,0.1780392156862745,7650,-0.9998159089328482,0.00018409106715175667,5.89054596672191,nonsignificant,381,454,2550,gene
CCDS128.1,57,0.1642651296829971,1041,-0.992810482749835,0.00718951725016505,230.05017297078126,nonsignificant,40,57,347,gene
CCDS129.1,93,0.2743362831858407,1017,-0.9999956875315467,4.312468453366182e-06,0.1379903655708111,nonsignificant,58,93,339,gene
CCDS130.1,46,0.15488215488215487,891,-0.9370209487855445,0.0629790512144555,2015.203680760147,nonsignificant,35,46,297,gene
CCDS131.1,43,0.19111111111111112,675,-0.9182772477013408,0.08172275229865922,2614.9646280524976,nonsignificant,33,43,225,gene
CCDS132.1,54,0.2109375,768,-0.9997434496169443,0.0002565503830557298,8.209099157017242,nonsignificant,33,54,256,gene
CCDS133.1,68,0.23129251700680273,882,-0.9999904530801548,9.54691984523815e-06,0.30548234120793033,nonsignificant,40,68,294,gene
CCDS134.1,45,0.21226415094339623,636,-0.988078998503086,0.011921001496914012,381.44820589825457,nonsignificant,31,45,212,gene
CCDS135.1,74,0.21142857142857144,1050,-0.9987209716723164,0.0012790283276835727,40.92634842921896,nonsignificant,51,74,350,gene
CCDS136.1,35,0.21875,480,-0.9224438332563346,0.07755616674366539,2481.6422234638053,nonsignificant,26,35,160,gene
CCDS137.1,132,0.2009132420091324,1971,-0.9999827628827717,1.723711722836664e-05,0.5515532770732757,nonsignificant,91,132,657,gene
CCDS138.1,174,0.2,2610,-0.9999928821134461,7.117886553922736e-06,0.22775813395241973,nonsignificant,124,174,870,gene
CCDS139.1,31,0.20394736842105263,456,-0.9047071619765434,0.0952928380234566,3049.1802310745643,nonsignificant,23,31,152,gene
CCDS140.1,28,0.2074074074074074,405,-0.9610525442579747,0.03894745574202525,1246.240688833324,nonsignificant,19,28,135,gene
CCDS141.1,150,0.23622047244094488,1905,-0.9999997035544615,2.9644553848117046e-07,0.009485664340320492,enriched,99,150,635,gene
CCDS142.1,141,0.1936813186813187,2184,-0.999997635754415,2.3642455849683263e-06,0.0756511302278165,nonsignificant,95,141,728,gene
CCDS143.1,74,0.19023136246786632,1167,-0.8342133160189458,0.16578668398105428,5304.842314025775,nonsignificant,63,74,389,gene
CCDS144.1,135,0.22651006711409397,1788,-0.9998858287596817,0.00011417124031836804,3.653251347707141,nonsignificant,97,135,596,gene
CCDS145.1,98,0.21212121212121213,1386,-0.9832965961528385,0.016703403847161527,534.4755163014745,nonsignificant,77,98,462,gene
CCDS146.1,72,0.2376237623762376,909,-0.9997342925290983,0.00026570747090166305,8.502107653911414,nonsignificant,47,72,303,gene
CCDS147.1,32,0.1641025641025641,585,-0.5503082020311092,0.4496917979688908,14389.238151408568,nonsignificant,28,32,195,gene
CCDS148.1,83,0.17473684210526316,1425,-0.93109119211373,0.06890880788626995,2204.944034744866,nonsignificant,68,83,475,gene
CCDS149.1,76,0.16,1425,-0.6680245329172658,0.3319754670827342,10622.550995713329,nonsignificant,68,76,475,gene
CCDS150.1,197,0.11460151250727167,5157,0.999718876834427,0.000281123165573095,8.995379052007893,nonsignificant,255,197,1719,gene
CCDS151.1,189,0.11229946524064172,5049,0.9998206836733232,0.00017931632667681754,5.737763821004807,nonsignificant,248,189,1683,gene
CCDS154.1,47,0.18503937007874016,762,-0.855707944559899,0.14429205544010104,4617.057189972353,nonsignificant,38,47,254,gene
CCDS155.1,48,0.1991701244813278,723,-0.9977365301879648,0.0022634698120351806,72.42650704550171,nonsignificant,31,48,241,gene
CCDS156.1,69,0.25650557620817843,807,-0.9999984435236255,1.5564763744776363e-06,0.0498041310305354,enriched,39,69,269,gene
CCDS157.1,62,0.22962962962962963,810,-0.9979717688515479,0.0020282311484520824,64.89934028816972,nonsignificant,42,62,270,gene
CCDS158.1,66,0.15827338129496402,1251,-0.6378744605083376,0.3621255394916624,11587.293012654212,nonsignificant,59,66,417,gene
CCDS160.1,63,0.17847025495750707,1059,-0.5732232634670164,0.42677673653298365,13656.002015582411,nonsignificant,57,63,353,gene
CCDS161.1,55,0.0889967637540453,1854,0.9999186597192402,8.134028075983554e-05,2.6027263037532173,nonsignificant,93,55,618,gene
CCDS162.1,58,0.1901639344262295,915,-0.8510853268212384,0.14891467317876161,4764.971712374014,nonsignificant,48,58,305,gene
CCDS163.1,77,0.20588235294117646,1122,-0.9808911363552595,0.019108863644740508,611.4454189044068,nonsignificant,59,77,374,gene
CCDS164.1,509,0.138881309686221,10995,0.9987154287695003,0.0012845712304997683,41.10371023353159,nonsignificant,587,509,3665,gene
CCDS165.1,149,0.1853233830845771,2412,-0.999920275529991,7.97244700090022e-05,2.5510235913480526,nonsignificant,108,149,804,gene
CCDS166.1,44,0.25882352941176473,510,-0.9946543231273457,0.005345676872654248,171.05096857119062,nonsignificant,29,44,170,gene
CCDS167.1,157,0.22819767441860464,2064,-0.999943583530626,5.641646937409345e-05,1.8052141870322422,nonsignificant,114,157,688,gene
CCDS168.1,157,0.22819767441860464,2064,-0.9999873530908288,1.2646909171227555e-05,0.4046757996609393,nonsignificant,111,157,688,gene
CCDS169.1,221,0.2262026612077789,2931,-0.9999999999309415,6.905856799604359e-11,2.2097360587374027e-06,enriched,143,221,977,gene
CCDS170.1,162,0.20174346201743462,2409,-0.999806437028848,0.00019356297115201548,6.193627950922191,nonsignificant,121,162,803,gene
CCDS171.1,48,0.18532818532818532,777,-0.7940967892679354,0.20590321073206466,6588.490937004605,nonsignificant,40,48,259,gene
CCDS172.1,78,0.16595744680851063,1410,-0.7214013281620405,0.2785986718379595,8914.600301471028,nonsignificant,69,78,470,gene
CCDS173.1,44,0.16666666666666666,792,-0.4729107431344619,0.5270892568655381,16865.802041183488,nonsignificant,40,44,264,gene
CCDS174.1,34,0.18478260869565216,552,-0.9281393617741486,0.07186063822585143,2299.396701950794,nonsignificant,25,34,184,gene
CCDS175.1,276,0.23370025402201525,3543,-0.9999999818234355,1.8176564436369326e-08,0.0005816137088349457,enriched,197,276,1181,gene
CCDS176.1,45,0.1601423487544484,843,-0.5708046995596507,0.42919530044034926,13733.391223490296,nonsignificant,40,45,281,gene
CCDS177.1,137,0.2057057057057057,1998,-0.9999992738459594,7.261540405162643e-07,0.023235476988439425,enriched,90,137,666,gene
CCDS178.1,119,0.17921686746987953,1992,-0.999398107385514,0.0006018926144859951,19.259359878322872,nonsignificant,87,119,664,gene
CCDS179.1,124,0.18646616541353384,1995,-0.9997927346781272,0.00020726532187276327,6.632075769284679,nonsignificant,89,124,665,gene
CCDS180.1,132,0.19879518072289157,1992,-0.9999474781035567,5.252189644329426e-05,1.6805956423925297,nonsignificant,93,132,664,gene
CCDS181.1,86,0.16443594646271512,1569,-0.8369756156934337,0.16302438430656632,5216.454249041509,nonsignificant,74,86,523,gene
CCDS182.1,285,0.22265625,3840,-0.9999999998844253,1.1557460629092277e-10,3.698156252096947e-06,enriched,195,285,1280,gene
CCDS183.1,80,0.21798365122615804,1101,-0.9998967825585049,0.00010321744149513965,3.3027516929614786,nonsignificant,52,80,367,gene
CCDS184.1,118,0.25213675213675213,1404,-0.9999940766820097,5.92331799031217e-06,0.1895343290540088,nonsignificant,78,118,468,gene
CCDS186.1,115,0.22072936660268713,1563,-0.9999088883788961,9.111162110385754e-05,2.9153896520812337,nonsignificant,80,115,521,gene
CCDS187.1,220,0.2619047619047619,2520,-0.9999999999999996,4.232136617425736e-16,1.354199074843887e-11,enriched,128,220,840,gene
CCDS188.1,115,0.20390070921985815,1692,-0.998234904080621,0.0017650959193790507,56.47953922829086,nonsignificant,86,115,564,gene
CCDS189.1,830,0.16010802469135801,15552,-0.9265922446764566,0.07340775532354338,2348.901354842741,nonsignificant,780,830,5184,gene
CCDS190.1,164,0.16498993963782696,2982,-0.747000938525319,0.252999061474681,8095.463969066842,nonsignificant,150,164,994,gene
CCDS191.1,32,0.13333333333333333,720,-0.5503082020311092,0.4496917979688908,14389.238151408568,nonsignificant,28,32,240,gene
CCDS193.1,68,0.20481927710843373,996,-0.99882021596212,0.001179784037879989,37.75072964408389,nonsignificant,46,68,332,gene
CCDS194.1,79,0.21944444444444444,1080,-0.9996448875211651,0.00035511247883489555,11.362889097758988,nonsignificant,53,79,360,gene
CCDS197.1,118,0.2675736961451247,1323,-0.9999606240356368,3.937596436316891e-05,1.2599521076926787,nonsignificant,81,118,441,gene
CCDS198.1,136,0.2141732283464567,1905,-0.9988523719886595,0.001147628011340537,36.7218011068745,nonsignificant,103,136,635,gene
CCDS199.1,69,0.3026315789473684,684,-0.9999954667061643,4.5332938356574e-06,0.1450563361533655,nonsignificant,40,69,228,gene
CCDS200.1,28,0.1958041958041958,429,-0.9923671182122077,0.007632881787792295,244.23695144577786,nonsignificant,17,28,143,gene
CCDS201.1,21,0.14482758620689656,435,-0.6680245329172658,0.3319754670827342,10622.550995713329,nonsignificant,17,21,145,gene
CCDS202.1,22,0.15827338129496402,417,-0.9292988551340171,0.07070114486598289,2262.2952334217207,nonsignificant,15,22,139,gene
CCDS203.1,21,0.14383561643835616,438,-0.8786647496415179,0.12133525035848208,3882.48534097071,nonsignificant,15,21,146,gene
CCDS205.1,42,0.1494661921708185,843,0.4446536833285779,0.5553463166714221,17769.971440852165,nonsignificant,46,42,281,gene
CCDS207.1,11,0.13924050632911392,237,-0.4950149249061543,0.5049850750938457,16158.512432852875,nonsignificant,9,11,79,gene
CCDS208.1,61,0.17280453257790368,1059,-0.9135237345063345,0.08647626549366548,2767.067543266308,nonsignificant,49,61,353,gene
CCDS209.1,86,0.2606060606060606,990,-0.9999975823186867,2.4176813133028368e-06,0.07736096666306418,nonsignificant,52,86,330,gene
CCDS210.1,32,0.21768707482993196,441,-0.9836226916585051,0.016377308341494895,524.0411123111536,nonsignificant,21,32,147,gene
CCDS211.1,110,0.18900343642611683,1746,-0.9220687893874375,0.07793121061256247,2493.642877180774,nonsignificant,93,110,582,gene
CCDS212.1,94,0.20568927789934355,1371,-0.9990282308260291,0.0009717691739708543,31.094670028719396,nonsignificant,67,94,457,gene
CCDS213.1,215,0.2087378640776699,3090,-0.999999462455021,5.375449790180224e-07,0.01720036423861868,enriched,153,215,1030,gene
CCDS214.1,146,0.09205548549810845,4758,0.999999999647675,3.5232493595029765e-10,1.1273693300537625e-05,depleted,244,146,1586,gene
CCDS215.1,167,0.21660181582360571,2313,-0.9999999863144755,1.3685524504584084e-08,0.00043790941309768155,enriched,108,167,771,gene
CCDS216.1,73,0.11514195583596215,1902,0.351496620347024,0.648503379652976,20750.811142135924,nonsignificant,77,73,634,gene
CCDS217.1,114,0.21714285714285714,1575,-0.9999869281546332,1.3071845366762988e-05,0.4182729080456821,nonsignificant,76,114,525,gene
CCDS218.1,137,0.2063253012048193,1992,-0.999997288892425,2.711107574996001e-06,0.08675002018472204,nonsignificant,92,137,664,gene
CCDS219.1,74,0.2730627306273063,813,-0.9999997446501084,2.5534989161461907e-07,0.00817068583188458,enriched,41,74,271,gene
CCDS220.1,72,0.2656826568265683,813,-0.9999995799606024,4.200393976022008e-07,0.013440420644475221,enriched,40,72,271,gene
CCDS221.1,13,0.06770833333333333,576,0.9970328941013524,0.0029671058986476154,94.9414545449264,nonsignificant,29,13,192,gene
CCDS222.1,15,0.078125,576,0.9906704152802285,0.00932958471977156,298.52805186325037,nonsignificant,29,15,192,gene
CCDS223.1,61,0.17329545454545456,1056,-0.9588593670279738,0.041140632972026185,1316.4179738388939,nonsignificant,47,61,352,gene
CCDS224.1,171,0.13790322580645162,3720,0.12085816654192594,0.8791418334580741,28130.780386991453,nonsignificant,173,171,1240,gene
CCDS225.1,268,0.2664015904572565,3018,-1.0,2.112266378453292e-18,6.758829957774844e-14,enriched,158,268,1006,gene
CCDS226.1,51,0.2073170731707317,738,-0.9982720492258309,0.001727950774169049,55.29096887186123,nonsignificant,33,51,246,gene
CCDS227.1,50,0.2032520325203252,738,-0.996916813909092,0.0030831860909079525,98.65578853687266,nonsignificant,33,50,246,gene
CCDS228.1,63,0.24803149606299213,762,-0.9999932046537505,6.795346249460114e-06,0.21743748929022472,nonsignificant,36,63,254,gene
CCDS230.1,232,0.23481781376518218,2964,-0.999999999994971,5.028927103281155e-12,1.609156094507904e-07,enriched,148,232,988,gene
CCDS231.1,131,0.34656084656084657,1134,-0.9999999999964295,3.570496250481911e-12,1.142487390229202e-07,enriched,72,131,378,gene
CCDS232.1,38,0.05993690851735016,1902,0.9999869281546332,1.3071845366762988e-05,0.4182729080456821,nonsignificant,76,38,634,gene
CCDS233.1,45,0.09554140127388536,1413,0.6683149319431403,0.33168506805685966,10613.258807683394,nonsignificant,52,45,471,gene
CCDS235.1,162,0.17920353982300885,2712,-0.9963331908015329,0.0036668091984670384,117.33056073254829,nonsignificant,129,162,904,gene
CCDS236.1,93,0.21232876712328766,1314,-0.9866716712191824,0.01332832878081758,426.4798643286009,nonsignificant,72,93,438,gene
CCDS237.1,26,0.21666666666666667,360,-0.8917063441009908,0.10829365589900916,3465.180401456495,nonsignificant,19,26,120,gene
CCDS238.1,29,0.16201117318435754,537,-0.6925658340726076,0.30743416592739237,9837.2784413447,nonsignificant,24,29,179,gene
CCDS240.1,30,0.14150943396226415,636,-0.4362971383492269,0.5637028616507731,18037.364167101437,nonsignificant,27,30,212,gene
CCDS241.1,52,0.22413793103448276,696,-0.9626270116593486,0.03737298834065144,1195.8608809241648,nonsignificant,39,52,232,gene
CCDS242.1,55,0.15759312320916904,1047,-0.7567572942573465,0.2432427057426535,7783.280098353426,nonsignificant,47,55,349,gene
CCDS243.1,54,0.1656441717791411,978,-0.2184887050012866,0.7815112949987134,25006.79841736883,nonsignificant,52,54,326,gene
CCDS245.1,81,0.22437673130193905,1083,-0.9974726533471745,0.0025273466528254553,80.87003819710893,nonsignificant,58,81,361,gene
CCDS246.1,11,0.07857142857142857,420,0.8543899046031371,0.1456100953968629,4659.231832508819,nonsignificant,17,11,140,gene
CCDS247.1,130,0.22608695652173913,1725,-0.9999256050159516,7.439498404840486e-05,2.3804906995808586,nonsignificant,92,130,575,gene
CCDS248.1,92,0.1765834932821497,1563,-0.9126247196592326,0.0873752803407674,2795.834220343875,nonsignificant,77,92,521,gene
CCDS249.1,87,0.17682926829268292,1476,-0.8986984186150735,0.10130158138492651,3241.4480011548785,nonsignificant,73,87,492,gene
CCDS250.1,54,0.22040816326530613,735,-0.9948065402619253,0.005193459738074689,166.1803246989139,nonsignificant,37,54,245,gene
CCDS251.1,105,0.17269736842105263,1824,-0.988912378911836,0.01108762108816392,354.7816995790691,nonsignificant,82,105,608,gene
CCDS253.1,34,0.11805555555555555,864,0.8300881582685118,0.16991184173148816,5436.839111724158,nonsignificant,43,34,288,gene
CCDS254.1,28,0.11570247933884298,726,0.5204998778130466,0.47950012218695337,15343.044909738133,nonsignificant,32,28,242,gene
CCDS255.1,96,0.10607734806629834,2715,0.9999978521817958,2.147818204218367e-06,0.06872588689857931,nonsignificant,155,96,905,gene
CCDS256.1,31,0.1220472440944882,762,0.5010377013962389,0.49896229860376107,15965.795630723147,nonsignificant,35,31,254,gene
